Ticker,Name,Exchange,Category Name,Country
ATK.L,WS Atkins plc,LSE,N/A,United Kingdom
WHE.L,Salt Lake Potash Limited,LSE,N/A,United Kingdom
WTI.L,Weatherly International PLC,LSE,Copper,United Kingdom
WSG.L,Westminster Group Plc,LSE,Security & Protection Services,United Kingdom
WSBN.L,Wishbone Gold Plc,LSE,Gold,United Kingdom
WRN.L,WORTHINGTON GROUP PLC ORD 10P,LSE,N/A,United Kingdom
WORK.L,Work Group plc,LSE,N/A,United Kingdom
WLFE.L,Wolf Minerals Limited,LSE,Industrial Metals & Minerals,United Kingdom
WINK.L,M Winkworth PLC,LSE,Property Management,United Kingdom
WIN.L,Wincanton plc,LSE,Air Delivery & Freight Services,United Kingdom
WIL.L,Wilmington plc,LSE,Publishing - Newspapers,United Kingdom
TLA.L,TLA Worldwide Plc,LSE,"Recreational Goods, Other",United Kingdom
SPX.L,Spirax-Sarco Engineering plc,LSE,Diversified Machinery,United Kingdom
SMWH.L,WH Smith PLC,LSE,"Specialty Retail, Other",United Kingdom
SLE.L,San Leon Energy Plc,LSE,Independent Oil & Gas,United Kingdom
SHAW.L,Shawbrook Group plc,LSE,N/A,United Kingdom
PRW.L,Promethean World Plc,LSE,N/A,United Kingdom
MWE.L,M.T.I Wireless Edge Ltd.,LSE,Communication Equipment,United Kingdom
GAW.L,Games Workshop Group PLC,LSE,"Recreational Goods, Other",United Kingdom
ELE.L,Electric Word plc,LSE,N/A,United Kingdom
AMFW.L,Amec Foster Wheeler plc,LSE,N/A,United Kingdom
AFS.L,Amiad Water Systems Ltd,LSE,Pollution & Treatment Controls,United Kingdom
AEWU.L,AEW UK REIT plc,LSE,N/A,United Kingdom
0NR4.L,Wacker Chemie AG,LSE,N/A,United Kingdom
0MKZ.L,Wienerberger AG,LSE,N/A,United Kingdom
0EEZ.L,Athens Water Supply and Sewerage Company S.A.,LSE,N/A,United Kingdom
BWRA.L,Bristol Water Holdings UK Limited,LSE,N/A,United Kingdom
PPB.L,Paddy Power Betfair plc,LSE,N/A,United Kingdom
0G6J.L,Schloss Wachenheim AG,LSE,N/A,United Kingdom
WSL.L,Worldsec Limited,LSE,Asset Management,United Kingdom
0N0B.L,Wallenius Wilhelmsen Logistics ASA,LSE,N/A,United Kingdom
GWMO.L,Great Western Mining Corporation PLC,LSE,Industrial Metals & Minerals,United Kingdom
NWR.L,New World Resources Plc,LSE,N/A,United Kingdom
0O8X.L,Wirecard AG,LSE,N/A,United Kingdom
0OBQ.L,Deutsche Wohnen SE,LSE,N/A,United Kingdom
0O0U.L,Bayerische Motoren Werke Aktiengesellschaft,LSE,N/A,United Kingdom
CBP.L,Curtis Banks Group plc,LSE,N/A,United Kingdom
WGP.L,WORLDLINK GROUP PLC ORD GBP0.01,LSE,N/A,United Kingdom
D4LC.L,Downing Four VCT Dp2011 Low Carb,LSE,N/A,United Kingdom
RDL.L,Ranger Direct Lending Fund Plc,LSE,N/A,United Kingdom
WTG.L,Watchstone Group Plc,LSE,N/A,United Kingdom
PXOG.L,Prospex Oil and Gas plc,LSE,N/A,United Kingdom
0HZD.L,Wendel,LSE,N/A,United Kingdom
PEWZ.L,Premier Energy and Water ZDP 2015,LSE,N/A,United Kingdom
WIS.IL,WISTRON CORPORATION GDR(EACH RE,IOB,N/A,United Kingdom
PUR.L,Pure Wafer plc,LSE,N/A,United Kingdom
WYN.L,Wynnstay Group plc,LSE,Agricultural Chemicals,United Kingdom
0O0V.L,Bayerische Motoren Werke Aktiengesellschaft,LSE,N/A,United Kingdom
EHG.L,Elegant Hotels Group Plc,LSE,N/A,United Kingdom
WTKD.IL,WTKD.IL,IOB,N/A,United Kingdom
XPP.L,XP Power Limited,LSE,Diversified Electronics,United Kingdom
XCH.L,Xchanging plc,LSE,N/A,United Kingdom
XAR.L,Xaar plc,LSE,Diversified Electronics,United Kingdom
LBB.L,Litebulb Group Limited,LSE,N/A,United Kingdom
GTLY.L,Gateley (Holdings) Plc,LSE,N/A,United Kingdom
FIVE.L,X5 Retail Group N.V.,LSE,N/A,United Kingdom
87UC.L,The Royal Bank of Scotland Group plc,LSE,N/A,United Kingdom
40SI.L,BCP Finance Company,LSE,N/A,United Kingdom
APGN.L,Applegreen Plc,LSE,N/A,United Kingdom
TAL.L,Zinc Media Group plc,LSE,N/A,United Kingdom
0OR4.L,XING AG,LSE,N/A,United Kingdom
XLM.L,XLMedia PLC,LSE,Marketing Services,United Kingdom
40JP.L,CAIXA GERAL FINANCE LIMITED PER,LSE,N/A,United Kingdom
0ELC.L,XPO Logistics Europe SA,LSE,N/A,United Kingdom
UKML.L,UK Mortgages Ltd,LSE,N/A,United Kingdom
89VS.L,X5 Retail Group N.V.,LSE,N/A,United Kingdom
44RS.L,Santander UK Group Holdings plc,LSE,N/A,United Kingdom
FEDS.IL,FEDERAL BANK LIMITED (THE) GDR,IOB,N/A,United Kingdom
LLPG.L,Lloyds Banking Group plc,LSE,N/A,United Kingdom
XPL.L,XPLORER PLC ORD 0.1P,LSE,N/A,United Kingdom
XSG.L,Xeros Technology Group plc,LSE,Diversified Machinery,United Kingdom
IHC.L,Inspiration Healthcare Group plc,LSE,Conglomerates,United Kingdom
0R3P.L,XXL ASA,LSE,N/A,United Kingdom
FIVE.IL,X5 RETAIL GROUP N.V GDR EACH RE,IOB,N/A,United Kingdom
AVCT.L,Avacta Group Plc,LSE,Medical Appliances & Equipment,United Kingdom
YOU.L,YouGov plc,LSE,Business Services,United Kingdom
YNGA.L,"Young & Co.'s Brewery, P.L.C.",LSE,Restaurants,United Kingdom
TLY.L,Totally plc,LSE,Healthcare Information Services,United Kingdom
SOPH.L,Sophos Group plc,LSE,N/A,United Kingdom
RRR.L,Red Rock Resources plc,LSE,Industrial Metals & Minerals,United Kingdom
RGM.L,Regency Mines Plc,LSE,Industrial Metals & Minerals,United Kingdom
PTV.L,PeerTV Plc,LSE,N/A,United Kingdom
PRTC.L,PureTech Health plc,LSE,N/A,United Kingdom
PRSM.L,Blue Prism Group plc,LSE,N/A,United Kingdom
PHP.L,Primary Health Properties plc,LSE,REIT - Healthcare Facilities,United Kingdom
PFP.L,Pathfinder Minerals Plc,LSE,Industrial Metals & Minerals,United Kingdom
EQN.L,Equiniti Group plc,LSE,N/A,United Kingdom
CTP.L,Castleton Technology plc,LSE,Business Services,United Kingdom
CSP.L,Countryside Properties PLC,LSE,N/A,United Kingdom
BNR.L,Blenheim Natural Resources plc,LSE,N/A,United Kingdom
FCIF.L,Funding Circle SME Income Fund Limited,LSE,N/A,United Kingdom
CRC.L,Circle Property PLC,LSE,N/A,United Kingdom
0QG5.L,Ocean Yield AS,LSE,N/A,United Kingdom
YMTD.L,Yang Ming Marine Transport Corporation,LSE,N/A,United Kingdom
0FR0.L,"Papeles y Cartones de Europa, S.A.",LSE,N/A,United Kingdom
USG.L,Ultimate Sports Group Plc,LSE,N/A,United Kingdom
YOLO.L,Yolo Leisure and Technology plc,LSE,Asset Management,United Kingdom
GLOO.L,Gloo Networks Plc,LSE,N/A,United Kingdom
STX.L,Shield Therapeutics plc,LSE,N/A,United Kingdom
0O7D.L,Yara International ASA,LSE,N/A,United Kingdom
ASCL.L,Ascential plc,LSE,N/A,United Kingdom
ERET.L,European Real Estate Investment Trust Limited,LSE,N/A,United Kingdom
IBST.L,Ibstock plc,LSE,N/A,United Kingdom
SEN.L,United Oil & Gas Plc,LSE,N/A,United Kingdom
0R51.L,"Saeta Yield, S.A.",LSE,N/A,United Kingdom
ONZ.L,Onzima Ventures PLC,LSE,N/A,United Kingdom
0N73.L,"Bolsas y Mercados Españoles, Sociedad Holding de Mercados y Sistemas Financieros, S.A.",LSE,N/A,United Kingdom
ACP.L,Armadale Capital Plc,LSE,N/A,United Kingdom
GHG.L,Georgia Healthcare Group PLC,LSE,N/A,United Kingdom
RRE.L,RockRose Energy plc,LSE,N/A,United Kingdom
DFX.L,Defenx Plc,LSE,N/A,United Kingdom
CGP.L,Cogenpower plc,LSE,N/A,United Kingdom
YMT1.L,Yang Ming Marine Transport Corporation,LSE,N/A,United Kingdom
OTB.L,On the Beach Group plc,LSE,N/A,United Kingdom
DUKE.L,Duke Royalty Limited,LSE,N/A,United Kingdom
HONY.L,Honeycomb Investment Trust Plc,LSE,N/A,United Kingdom
YUJ.L,Yujin International Ltd.,LSE,N/A,United Kingdom
DVT.L,daVictus plc,LSE,N/A,United Kingdom
0K96.L,"ENCE Energía y Celulosa, S.A.",LSE,N/A,United Kingdom
MCS.L,McCarthy & Stone plc,LSE,N/A,United Kingdom
HUNT.L,Hunters Property Group Limited,LSE,N/A,United Kingdom
SCH.L,SafeCharge International Group Limited,LSE,Information Technology Services,United Kingdom
SEQC.L,SEQUOIA ECONOMIC INFRASTRUCTURE,LSE,N/A,United Kingdom
DLG.L,Direct Line Insurance Group PLC,LSE,Property & Casualty Insurance,United Kingdom
0O6D.L,"Miquel y Costas & Miquel, S.A.",LSE,N/A,United Kingdom
NXR.L,Norcros plc,LSE,General Building Materials,United Kingdom
LIVN.L,LivaNova PLC,LSE,N/A,United Kingdom
YU.L,Yü Group PLC,LSE,N/A,United Kingdom
CLCD.L,Calculus VCT 'D' Ord,LSE,N/A,United Kingdom
PEZ.L,Pewt Securities 2020 Plc,LSE,N/A,United Kingdom
CCJI.L,CC Japan Income & Growth Ord,LSE,N/A,United Kingdom
365.L,365 Agile Group plc,LSE,N/A,United Kingdom
HSTG.L,Hastings Group Holdings plc,LSE,N/A,United Kingdom
FISH.L,Fishing Republic plc,LSE,N/A,United Kingdom
HW.L,Harwood Wealth Management Group Plc,LSE,N/A,United Kingdom
SILF.L,Silver Falcon plc,LSE,N/A,United Kingdom
0M3P.L,YOOX Net-A-Porter Group S.p.A.,LSE,N/A,United Kingdom
SERE.L,Schroder European Real Estate Investment Trust Plc,LSE,N/A,United Kingdom
0HAC.L,"ACS, Actividades de Construcción y Servicios, S.A.",LSE,N/A,United Kingdom
0HAA.L,"Fomento de Construcciones y Contratas, S.A.",LSE,N/A,United Kingdom
98KI.L,YAPI VE KREDI BANKASI A.S. GDR,LSE,N/A,United Kingdom
PROJ.L,GCP Asset Backed Income Fund Limited,LSE,N/A,United Kingdom
RGL.L,Regional REIT Limited,LSE,N/A,United Kingdom
FAL.L,Falcon Media House Limited,LSE,N/A,United Kingdom
JMO.L,JPMorgan Overseas Ord,LSE,N/A,United Kingdom
FAIC.L,FAIR OAKS INCOME LIMITED C SHS,LSE,N/A,United Kingdom
HSW.L,Hostelworld Group Plc,LSE,N/A,United Kingdom
PURP.L,Purplebricks Group PLC,LSE,N/A,United Kingdom
CER.L,Cerillion PLC,LSE,N/A,United Kingdom
0GKA.L,YIT Oyj,LSE,N/A,United Kingdom
YMTD.IL,YANGMING MARINE TRANSPORT CORPO,IOB,N/A,United Kingdom
LVRT.L,Levrett plc,LSE,N/A,United Kingdom
GHS.L,Gresham House Strategic plc,LSE,N/A,United Kingdom
CHGN.L,Chemring Group plc,LSE,N/A,United Kingdom
SCT.L,Softcat Plc,LSE,N/A,United Kingdom
WPG.L,Worldpay Group plc,LSE,N/A,United Kingdom
NCYF.L,CQS New City High Yield Fund Limited,LSE,N/A,United Kingdom
SQNC.L,SQN Asset Finance Income Fund Limited,LSE,N/A,United Kingdom
MTRO.L,Metro Bank PLC,LSE,N/A,United Kingdom
MTV.L,Motive Television plc,LSE,N/A,United Kingdom
DTC.L,Datatec Limited,LSE,Information Technology Services,United Kingdom
CGNR.L,Conroy Gold and Natural Resources plc,LSE,N/A,United Kingdom
BWO.L,Barloworld Limited,LSE,Rental & Leasing Services,United Kingdom
0RB9.L,Stallergenes Greer Plc,LSE,N/A,United Kingdom
0QQD.L,"Zimmer Biomet Holdings, Inc.",LSE,N/A,United Kingdom
0QP2.L,Zurich Insurance Group AG,LSE,Property & Casualty Insurance,United Kingdom
BRFC.L,BRFC.L,LSE,N/A,United Kingdom
INLZ.L,Inland ZDP PLC,LSE,N/A,United Kingdom
CICZ.L,CONYGAR ZDP PLC ZDP SHS 1P,LSE,N/A,United Kingdom
ECWZ.L,Ecofin Water & Power Opps ZDP 2016,LSE,N/A,United Kingdom
0MNP.L,Boryszew S.A.,LSE,N/A,United Kingdom
ZZZ.L,Snoozebox Holdings plc,LSE,Lodging,United Kingdom
SALV.L,SalvaRx Group plc,LSE,N/A,United Kingdom
SHOE.L,Shoe Zone Plc,LSE,Textile - Apparel Footwear & Accessories,United Kingdom
0R8I.L,Massimo Zanetti Beverage Group S.p.A.,LSE,N/A,United Kingdom
0NR6.L,Zodiac Aerospace,LSE,N/A,United Kingdom
0M2V.L,zooplus AG,LSE,N/A,United Kingdom
0NNC.L,Zignago Vetro S.p.A.,LSE,N/A,United Kingdom
0QXN.L,Zalando SE,LSE,N/A,United Kingdom
AIFZ.L,Acorn Income Fund Limited,LSE,N/A,United Kingdom
UTLC.L,UIL FINANCE LIMITED RED ZDP SHS,LSE,N/A,United Kingdom
0DVR.L,Bank Zachodni WBK S.A.,LSE,N/A,United Kingdom
AST.L,Ascent Resources plc,LSE,Independent Oil & Gas,United Kingdom
REAT.L,REACT Group plc,LSE,N/A,United Kingdom
0QQ8.L,Gold Fields Limited,LSE,N/A,United Kingdom
MHN.L,Menhaden Capital PLC,LSE,N/A,United Kingdom
0MYY.L,Powszechny Zaklad Ubezpieczen Spólka Akcyjna,LSE,N/A,United Kingdom
ZIOC.L,Zanaga Iron Ore Company Limited,LSE,Industrial Metals & Minerals,United Kingdom
ZOL.L,Zoltav Resources Inc.,LSE,Independent Oil & Gas,United Kingdom
DP2K.L,Downing Two VCT 'K' Ord,LSE,N/A,United Kingdom
ZAM.L,Zambeef Products Plc,LSE,Food - Major Diversified,United Kingdom
ELTZ.L,Electra Private Equity (Spl) ZDP 2016,LSE,N/A,United Kingdom
0MJH.L,Zumtobel Group AG,LSE,N/A,United Kingdom
87FZ.L,AECI Ltd,LSE,N/A,United Kingdom
ZENB.IL,ZENITH BANK PLC GDR (EACH REPR,IOB,N/A,United Kingdom
0OII.L,Zaklady Azotowe Pulawy Spolka Akcyjna,LSE,N/A,United Kingdom
0NZU.L,Zealand Pharma A/S,LSE,N/A,United Kingdom
SIPP.L,Specialist Investment Properties plc,LSE,N/A,United Kingdom
ZCC.L,ZCCM Investments Holdings Plc,LSE,N/A,United Kingdom
GYM.L,The Gym Group plc,LSE,N/A,United Kingdom
0DHC.L,Carl Zeiss Meditec AG,LSE,N/A,United Kingdom
SAC.L,SacOil Holdings Limited,LSE,N/A,United Kingdom
0NZY.L,Eckert & Ziegler Strahlen- und Medizintechnik AG,LSE,N/A,United Kingdom
ZYT.L,Zytronic plc,LSE,Diversified Electronics,United Kingdom
JZCZ.L,JZ Capital Partners Limited,LSE,N/A,United Kingdom
ZENB.L,Zenith Bank Plc,LSE,N/A,United Kingdom
ZTF.L,Zotefoams plc,LSE,Specialty Chemicals,United Kingdom
ZBO.L,Zibao Metals Recycling Holdings Plc,LSE,Industrial Metals & Minerals,United Kingdom
0NO3.L,Zetes Industries SA,LSE,N/A,United Kingdom
0QJQ.L,ZEAL Network SE,LSE,N/A,United Kingdom
ZOO.L,ZOO Digital Group plc,LSE,Technical & System Software,United Kingdom
WATR.L,Water Intelligence plc,LSE,Business Services,United Kingdom
CHZN.L,Public Joint-Stock Company Chelyabinsk Zinc Plant,LSE,Industrial Metals & Minerals,United Kingdom
AA.L,AA plc,LSE,N/A,United Kingdom
AAU.L,Ariana Resources plc,LSE,Gold,United Kingdom
0MG0.L,Aareal Bank AG,LSE,N/A,United Kingdom
0GUV.L,AAK AB (publ.),LSE,N/A,United Kingdom
0OKS.L,Fondul Proprietatea SA,LSE,N/A,United Kingdom
AAIF.L,Aberdeen Asian Income Fund Limited,LSE,N/A,United Kingdom
AAAP.L,Anglo African Agriculture PLC,LSE,N/A,United Kingdom
AAVC.L,Albion Venture Capital Trust PLC,LSE,N/A,United Kingdom
0NX1.L,Aalberts Industries N.V.,LSE,N/A,United Kingdom
AAI.L,Atlas African Industries Limited,LSE,N/A,United Kingdom
AA4.L,Amedeo Air Four Plus Limited Fund,LSE,N/A,United Kingdom
0N5A.L,AAP Implantate AG,LSE,N/A,United Kingdom
AAZ.L,Anglo Asian Mining PLC,LSE,Industrial Metals & Minerals,United Kingdom
AATG.L,Albion Technology & Gen VCT Ord,LSE,N/A,United Kingdom
ABT.L,Abbott Laboratories,LSE,N/A,United Kingdom
0IZM.L,ABG Sundal Collier Holding ASA,LSE,N/A,United Kingdom
0GRP.L,Biotage AB,LSE,N/A,United Kingdom
0GXG.L,Nederman Holding AB (publ),LSE,N/A,United Kingdom
0HBP.L,H & M Hennes & Mauritz AB (publ),LSE,N/A,United Kingdom
0R87.L,ASSA ABLOY AB (publ),LSE,N/A,United Kingdom
0GT1.L,Castellum AB (publ),LSE,N/A,United Kingdom
0R80.L,D. Carnegie & Co AB (publ),LSE,N/A,United Kingdom
0H9P.L,Intrum Justitia AB,LSE,N/A,United Kingdom
0NX2.L,ABB Ltd,LSE,N/A,United Kingdom
0R6W.L,Tobii AB (publ),LSE,N/A,United Kingdom
0R3W.L,Thule Group AB,LSE,N/A,United Kingdom
0GO4.L,Swedish Match AB (publ),LSE,N/A,United Kingdom
0QDX.L,AB Sagax,LSE,N/A,United Kingdom
0QJA.L,Arcam AB (publ),LSE,N/A,United Kingdom
0QCV.L,AbbVie Inc.,LSE,N/A,United Kingdom
0R82.L,Atlas Copco AB,LSE,N/A,United Kingdom
0GW3.L,Hufvudstaden AB (publ),LSE,N/A,United Kingdom
0P49.L,Bulten AB (publ),LSE,N/A,United Kingdom
0MI6.L,Fabege AB (publ),LSE,N/A,United Kingdom
AJIT.L,Aberdeen Japan Investment Trust PLC,LSE,N/A,United Kingdom
0NNR.L,Lundin Petroleum AB (publ),LSE,N/A,United Kingdom
0HR3.L,Duni AB (publ),LSE,N/A,United Kingdom
0RBI.L,CLX Communications AB (publ),LSE,N/A,United Kingdom
0HEZ.L,Eastnine AB (publ),LSE,N/A,United Kingdom
DAB.L,Dexion Absolute Limited,LSE,N/A,United Kingdom
0QRA.L,Bufab AB (publ),LSE,N/A,United Kingdom
0QXM.L,Inwido AB,LSE,N/A,United Kingdom
0GWL.L,Saab AB (publ),LSE,N/A,United Kingdom
0Q8G.L,Seamless Distribution AB (publ),LSE,N/A,United Kingdom
0I5O.L,Bergman & Beving AB,LSE,N/A,United Kingdom
0N31.L,Nordea Bank AB (publ),LSE,N/A,United Kingdom
0R53.L,Eltel AB (publ),LSE,N/A,United Kingdom
0R7S.L,Svenska Handelsbanken AB (publ),LSE,N/A,United Kingdom
0QIG.L,Axactor AB (publ),LSE,N/A,United Kingdom
0O93.L,Haldex AB (publ),LSE,N/A,United Kingdom
AGIT.L,Aberforth Geared Income Ord/Inc,LSE,N/A,United Kingdom
0R84.L,Bilia AB,LSE,N/A,United Kingdom
0N7D.L,Bure Equity AB,LSE,N/A,United Kingdom
0HDL.L,HMS Networks AB (publ),LSE,N/A,United Kingdom
0GWB.L,L E Lundbergföretagen AB (publ),LSE,N/A,United Kingdom
0R8O.L,Nobina AB,LSE,N/A,United Kingdom
0NL3.L,Trelleborg AB,LSE,N/A,United Kingdom
0OA9.L,Nolato AB (publ),LSE,N/A,United Kingdom
0MR5.L,CellaVision AB (publ),LSE,N/A,United Kingdom
0GRX.L,Hexagon AB,LSE,N/A,United Kingdom
0GNX.L,Gunnebo AB,LSE,N/A,United Kingdom
0MHZ.L,SSAB AB,LSE,N/A,United Kingdom
0RD7.L,Scandic Hotels Group AB,LSE,N/A,United Kingdom
0R7R.L,Svenska Handelsbanken AB (publ),LSE,N/A,United Kingdom
0R8W.L,Alimak Group AB (publ),LSE,N/A,United Kingdom
0H14.L,Net Insight AB (publ),LSE,N/A,United Kingdom
AUKT.L,Aberdeen UK Tracker Ord,LSE,N/A,United Kingdom
0GO5.L,KappAhl AB (publ),LSE,N/A,United Kingdom
0R8T.L,Collector AB,LSE,N/A,United Kingdom
ABZA.L,Abzena plc,LSE,Biotechnology,United Kingdom
0GTM.L,Diös Fastigheter AB (publ),LSE,N/A,United Kingdom
0RCY.L,Attendo AB (publ),LSE,N/A,United Kingdom
0M8Y.L,Formpipe Software AB,LSE,N/A,United Kingdom
0NWX.L,SKF AB,LSE,N/A,United Kingdom
0H0G.L,Sweco AB (publ),LSE,N/A,United Kingdom
0QEN.L,RNB Retail and Brands AB (publ),LSE,N/A,United Kingdom
0NWD.L,"Abertis Infraestructuras, S.A.",LSE,N/A,United Kingdom
0H0F.L,Investment AB Öresund,LSE,N/A,United Kingdom
0N7X.L,Cloetta AB (publ),LSE,N/A,United Kingdom
0NC6.L,Investor AB,LSE,N/A,United Kingdom
0Q77.L,AB Science S.A.,LSE,N/A,United Kingdom
ABDP.L,AB Dynamics Plc,LSE,Scientific & Technical Instruments,United Kingdom
0QUU.L,ÅF AB (publ),LSE,N/A,United Kingdom
0GXJ.L,Modern Times Group Mtg AB,LSE,N/A,United Kingdom
0MDT.L,AB Electrolux (publ),LSE,N/A,United Kingdom
0R86.L,INVISIO Communications AB (publ.),LSE,N/A,United Kingdom
0R6R.L,Axfood AB,LSE,N/A,United Kingdom
0HBY.L,Skandinaviska Enskilda Banken AB (publ),LSE,N/A,United Kingdom
0QFH.L,Opus Group AB (publ),LSE,N/A,United Kingdom
0GP7.L,Medivir AB (publ),LSE,N/A,United Kingdom
0GWC.L,Axis AB (publ),LSE,N/A,United Kingdom
ASCH.L,Aberdeen Smaller Companies Inc Ord,LSE,N/A,United Kingdom
0NC5.L,Investor AB,LSE,N/A,United Kingdom
0HTP.L,AB Volvo (publ),LSE,N/A,United Kingdom
0MTD.L,Swedish Orphan Biovitrum AB,LSE,N/A,United Kingdom
0H30.L,Indutrade AB (publ),LSE,N/A,United Kingdom
0NWW.L,SKF AB,LSE,N/A,United Kingdom
0KII.L,SSAB AB,LSE,N/A,United Kingdom
0R4P.L,Lifco AB,LSE,N/A,United Kingdom
0R8U.L,Pandox AB (publ),LSE,N/A,United Kingdom
0RDM.L,ABN AMRO Group N.V.,LSE,N/A,United Kingdom
0MI1.L,Eniro AB,LSE,N/A,United Kingdom
0H34.L,SkiStar AB (publ),LSE,N/A,United Kingdom
0MWH.L,Beijer Ref AB (publ),LSE,N/A,United Kingdom
0KIZ.L,New Wave Group AB (publ),LSE,N/A,United Kingdom
0QUT.L,Episurf Medical AB,LSE,N/A,United Kingdom
0R81.L,ATLAS COPCO AB ATLAS COPCO SERI,LSE,N/A,United Kingdom
ABTU.L,"AquaBounty Technologies, Inc.",LSE,N/A,United Kingdom
0RB7.L,Lagercrantz Group AB (publ),LSE,N/A,United Kingdom
0GTN.L,BioGaia AB,LSE,N/A,United Kingdom
0Q78.L,Fastighets AB Balder (publ),LSE,N/A,United Kingdom
0RBW.L,Bravida Holding AB (publ),LSE,N/A,United Kingdom
0HNK.L,Ablynx NV,LSE,N/A,United Kingdom
APEF.L,Aberdeen Private Equity Fund Limited,LSE,N/A,United Kingdom
0R9X.L,Gränges AB (publ),LSE,N/A,United Kingdom
0QE6.L,Tele2 AB (publ),LSE,N/A,United Kingdom
0NUK.L,Avanza Bank Holding AB (publ),LSE,N/A,United Kingdom
0L9Q.L,Fiskars Oyj Abp,LSE,N/A,United Kingdom
0P4X.L,Concentric AB (publ),LSE,N/A,United Kingdom
0NCQ.L,Investment AB Latour (publ),LSE,N/A,United Kingdom
0GX4.L,Beijer Alma AB (publ),LSE,N/A,United Kingdom
0GTR.L,Husqvarna AB (publ),LSE,N/A,United Kingdom
0O5H.L,Elekta AB (publ),LSE,N/A,United Kingdom
0GYX.L,Anoto Group AB (publ),LSE,N/A,United Kingdom
0OPJ.L,ABC Arbitrage SA,LSE,N/A,United Kingdom
ALAI.L,Aberdeen Latin American Income Fund Limited,LSE,N/A,United Kingdom
0MHT.L,Peab AB,LSE,N/A,United Kingdom
ABD.L,Aberdeen New Dawn Ord,LSE,N/A,United Kingdom
0GZV.L,Getinge AB,LSE,N/A,United Kingdom
0R8R.L,Nordax Group AB (publ),LSE,N/A,United Kingdom
0H38.L,Pricer AB (publ),LSE,N/A,United Kingdom
0HDK.L,Systemair AB (publ),LSE,N/A,United Kingdom
0GTW.L,Nordnet AB (publ),LSE,N/A,United Kingdom
0H0L.L,Rottneros AB (publ),LSE,N/A,United Kingdom
0GT3.L,ProAct IT Group AB,LSE,N/A,United Kingdom
0NB9.L,ICA Gruppen AB,LSE,N/A,United Kingdom
0GNM.L,Rezidor Hotel Group AB (publ),LSE,N/A,United Kingdom
0R4G.L,Klövern AB (publ),LSE,N/A,United Kingdom
ABBY.L,Abbey plc,LSE,Residential Construction,United Kingdom
0MQG.L,Mycronic AB (publ),LSE,N/A,United Kingdom
0HW6.L,Doro AB (publ),LSE,N/A,United Kingdom
0NDX.L,MQ Holding AB,LSE,N/A,United Kingdom
0GWV.L,"Industrial and Financial Systems, IFS AB (publ)",LSE,N/A,United Kingdom
0GRZ.L,RaySearch Laboratories AB (publ),LSE,N/A,United Kingdom
0H6T.L,Swedbank AB (publ),LSE,N/A,United Kingdom
0MR4.L,Byggmax Group AB (publ),LSE,N/A,United Kingdom
0QD0.L,"Abengoa, S.A.",LSE,N/A,United Kingdom
0OFO.L,NCC AB,LSE,N/A,United Kingdom
0IAH.L,Securitas AB,LSE,N/A,United Kingdom
0MW2.L,Stockmann Oyj ABP,LSE,N/A,United Kingdom
0GWG.L,Wihlborgs Fastigheter AB (publ),LSE,N/A,United Kingdom
0IKJ.L,Wärtsilä Oyj Abp,LSE,N/A,United Kingdom
0QSD.L,Recipharm AB (publ),LSE,N/A,United Kingdom
0QIA.L,Platzer Fastigheter Holding AB (publ),LSE,N/A,United Kingdom
0OFP.L,NCC AB,LSE,N/A,United Kingdom
0JNL.L,Nordea Bank AB (publ),LSE,N/A,United Kingdom
0R77.L,NetEnt AB (publ),LSE,N/A,United Kingdom
0JAA.L,Kinnevik AB,LSE,N/A,United Kingdom
0GN0.L,Vitrolife AB (publ),LSE,N/A,United Kingdom
0IHM.L,Atrium Ljungberg AB (publ),LSE,N/A,United Kingdom
0RCO.L,Dometic Group AB (publ),LSE,N/A,United Kingdom
0MHW.L,AB Volvo (publ),LSE,N/A,United Kingdom
0MI5.L,Boliden AB (publ.),LSE,N/A,United Kingdom
0R7Q.L,Hemfosa Fastigheter AB (publ),LSE,N/A,United Kingdom
0QV0.L,Com Hem Holding AB (publ),LSE,N/A,United Kingdom
0O1W.L,SAS AB (publ),LSE,N/A,United Kingdom
0KBQ.L,Ratos AB,LSE,N/A,United Kingdom
0H0U.L,Sensys Gatso Group AB (publ),LSE,N/A,United Kingdom
0R5W.L,Dustin Group AB (publ),LSE,N/A,United Kingdom
0R7X.L,Betsson AB,LSE,N/A,United Kingdom
0H2Z.L,Fastighets AB Balder (publ),LSE,N/A,United Kingdom
0H2O.L,Melker Schörling AB,LSE,N/A,United Kingdom
0QI7.L,Addtech AB (publ.),LSE,N/A,United Kingdom
0JYZ.L,Loomis AB (publ),LSE,N/A,United Kingdom
0N5E.L,Acando AB (publ.),LSE,N/A,United Kingdom
0JDU.L,Precise Biometrics AB,LSE,N/A,United Kingdom
0R8Q.L,Coor Service Management Holding AB (publ),LSE,N/A,United Kingdom
0GTU.L,Tradedoubler AB,LSE,N/A,United Kingdom
0HBT.L,Skanska AB (publ),LSE,N/A,United Kingdom
0GQE.L,Clas Ohlson AB (publ),LSE,N/A,United Kingdom
0HC0.L,Sandvik AB,LSE,N/A,United Kingdom
0H19.L,Orexo AB (publ),LSE,N/A,United Kingdom
0GUX.L,Skandinaviska Enskilda Banken AB (publ),LSE,N/A,United Kingdom
0OAE.L,Proffice AB (Publ),LSE,N/A,United Kingdom
